# "Fiber Length" "Sig_Fwd (180.0000 THz)" "Sig_Fwd (180.2000 THz)" "Sig_Fwd (180.4000 THz)" "Sig_Fwd (180.6000 THz)" "Sig_Fwd (180.8000 THz)" "Sig_Fwd (181.0000 THz)" "Sig_Fwd (181.2000 THz)" "Sig_Fwd (181.4000 THz)" "Sig_Fwd (181.6000 THz)" "Sig_Fwd (181.8000 THz)" "Sig_Fwd (182.0000 THz)" "Sig_Fwd (182.2000 THz)" "Sig_Fwd (182.4000 THz)" "Sig_Fwd (182.6000 THz)" "Sig_Fwd (182.8000 THz)" "Sig_Fwd (183.0000 THz)" "Sig_Fwd (183.2000 THz)" "Sig_Fwd (183.4000 THz)" "Sig_Fwd (183.6000 THz)" "Sig_Fwd (183.8000 THz)" "Sig_Fwd (184.0000 THz)" "Sig_Fwd (184.2000 THz)" "Sig_Fwd (184.4000 THz)" "Sig_Fwd (184.6000 THz)" "Sig_Fwd (184.8000 THz)" "Sig_Fwd (185.0000 THz)" "Sig_Fwd (185.2000 THz)" "Sig_Fwd (185.4000 THz)" "Sig_Fwd (185.6000 THz)" "Sig_Fwd (185.8000 THz)" "Sig_Fwd (186.0000 THz)" "Sig_Fwd (186.2000 THz)" "Sig_Fwd (186.4000 THz)" "Sig_Fwd (186.6000 THz)" "Sig_Fwd (186.8000 THz)" "Sig_Fwd (187.0000 THz)" "Sig_Fwd (187.2000 THz)" "Sig_Fwd (187.4000 THz)" "Sig_Fwd (187.6000 THz)" "Sig_Fwd (187.8000 THz)" "Sig_Fwd (188.0000 THz)" "Sig_Fwd (188.2000 THz)" "Sig_Fwd (188.4000 THz)" "Sig_Fwd (188.6000 THz)" "Sig_Fwd (188.8000 THz)" "Sig_Fwd (189.0000 THz)" "Sig_Fwd (189.2000 THz)" "Sig_Fwd (189.4000 THz)" "Sig_Fwd (189.6000 THz)" "Sig_Fwd (189.8000 THz)" "Sig_Fwd (190.0000 THz)" "Sig_Fwd (190.2000 THz)" "Sig_Fwd (190.4000 THz)" "Sig_Fwd (190.6000 THz)" "Sig_Fwd (190.8000 THz)" "Sig_Fwd (191.0000 THz)" "Sig_Fwd (191.2000 THz)" "Sig_Fwd (191.4000 THz)" "Sig_Fwd (191.6000 THz)" "Sig_Fwd (191.8000 THz)" "Sig_Fwd (192.0000 THz)" "Sig_Fwd (192.2000 THz)" "Sig_Fwd (192.4000 THz)" "Sig_Fwd (192.6000 THz)" "Sig_Fwd (192.8000 THz)" "Sig_Fwd (193.0000 THz)" "Sig_Fwd (193.2000 THz)" "Sig_Fwd (193.4000 THz)" "Sig_Fwd (193.6000 THz)" "Sig_Fwd (193.8000 THz)" "Sig_Fwd (194.0000 THz)" "Sig_Fwd (194.2000 THz)" "Sig_Fwd (194.4000 THz)" "Sig_Fwd (194.6000 THz)" "Sig_Fwd (194.8000 THz)" "Sig_Fwd (195.0000 THz)" "Sig_Fwd (195.2000 THz)" "Sig_Fwd (195.4000 THz)" "Sig_Fwd (195.6000 THz)" "Sig_Fwd (195.8000 THz)" "Sig_Fwd (196.0000 THz)" "Sig_Fwd (196.2000 THz)" "Sig_Fwd (196.4000 THz)" "Sig_Fwd (196.6000 THz)" "Sig_Fwd (196.8000 THz)" "Sig_Fwd (197.0000 THz)" "Sig_Fwd (197.2000 THz)" "Sig_Fwd (197.4000 THz)" "Sig_Fwd (197.6000 THz)" "Sig_Fwd (197.8000 THz)" "Sig_Fwd (198.0000 THz)" "Sig_Fwd (198.2000 THz)" "Sig_Fwd (198.4000 THz)" "Sig_Fwd (198.6000 THz)" "Sig_Fwd (198.8000 THz)" "Sig_Fwd (199.0000 THz)" "Sig_Fwd (199.2000 THz)" "Sig_Fwd (199.4000 THz)" "Sig_Fwd (199.6000 THz)" "Sig_Fwd (199.8000 THz)" "Sig_Bwd (200.0000 THz)" ASE_Fwd ASE_Bwd 
# (km) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) (dBm) 
 69.0000000 -43.5646386 -43.5482607 -43.5184901 -43.4724220 -43.4232404 -43.3644749 -43.2672164 -43.1273824 -43.0248978 -42.9489821 -42.9944665 -43.1368556 -43.1908370 -43.2167712 -43.2319032 -43.2196230 -43.1966062 -43.1666337 -43.1294161 -43.0733606 -43.0180416 -42.9501972 -42.8658095 -42.7555995 -42.5190312 -42.0758956 -41.6336993 -41.2998402 -41.4009324 -41.4083584 -41.3667675 -41.3201836 -41.2847703 -41.2469832 -41.2143670 -41.2168994 -41.2370143 -41.2615350 -41.2984550 -41.3355022 -41.3808784 -41.4269899 -41.4642719 -41.5240292 -41.5672524 -41.6228227 -41.6714699 -41.7137761 -41.7644146 -41.8211178 -41.8877444 -41.9510655 -42.0071020 -42.0594101 -42.1079766 -42.1768061 -42.2335357 -42.2887751 -42.3438716 -42.4112500 -42.4607209 -42.5056435 -42.5553163 -42.6057211 -42.6575377 -42.7096013 -42.7599693 -42.7974295 -42.8333889 -42.8728873 -42.8986123 -42.9298351 -42.9580285 -42.9864509 -43.0210466 -43.0463596 -43.0606884 -43.0753291 -43.0901795 -43.1044428 -43.1190888 -43.1302754 -43.1436082 -43.1616937 -43.1839787 -43.2068097 -43.2366678 -43.2696914 -43.3002163 -43.3325635 -43.3636762 -43.4077316 -43.4533307 -43.5087757 -43.5749944 -43.6317215 -43.6944492 -43.7401792 -43.7663437 -43.7859736 18.5707995 -31.4780740 -25.4863415 
 70.0000000 -43.7531156 -43.7359320 -43.7046969 -43.6563625 -43.6047615 -43.5431052 -43.4410622 -43.2943495 -43.1868233 -43.1071728 -43.1548937 -43.3042859 -43.3609219 -43.3881311 -43.4040068 -43.3911218 -43.3669721 -43.3355246 -43.2964755 -43.2376619 -43.1796210 -43.1084386 -43.0198990 -42.9042670 -42.6560613 -42.1911276 -41.7271793 -41.3768967 -41.4829592 -41.4907484 -41.4471096 -41.3982323 -41.3610749 -41.3214268 -41.2872040 -41.2898585 -41.3109605 -41.3366848 -41.3754183 -41.4142852 -41.4618908 -41.5102680 -41.5493813 -41.6120754 -41.6574220 -41.7157231 -41.7667605 -41.8111451 -41.8642719 -41.9237616 -41.9936627 -42.0600958 -42.1188860 -42.1737644 -42.2247172 -42.2969296 -42.3564470 -42.4144009 -42.4722048 -42.5428948 -42.5947965 -42.6419261 -42.6940396 -42.7469211 -42.8012839 -42.8559058 -42.9087487 -42.9480490 -42.9857747 -43.0272135 -43.0542016 -43.0869578 -43.1165357 -43.1463538 -43.1826490 -43.2092053 -43.2242374 -43.2395969 -43.2551766 -43.2701403 -43.2855057 -43.2972414 -43.3112290 -43.3302031 -43.3535833 -43.3775364 -43.4088623 -43.4435094 -43.4755349 -43.5094724 -43.5421144 -43.5883359 -43.6361770 -43.6943484 -43.7638237 -43.8233405 -43.8891534 -43.9371323 -43.9645835 -43.9851787 18.7708136 -31.2589371 -25.4501119 
 71.0000000 -43.9410493 -43.9230220 -43.8902533 -43.8395459 -43.7854115 -43.7207280 -43.6136751 -43.4597595 -43.3469540 -43.2633926 -43.3134555 -43.4701809 -43.5295966 -43.5581408 -43.5747952 -43.5612770 -43.5359410 -43.5029489 -43.4619820 -43.4002803 -43.3393892 -43.2647114 -43.1718243 -43.0505146 -42.7901230 -42.3023638 -41.8156382 -41.4481580 -41.5594250 -41.5675945 -41.5218114 -41.4705324 -41.4315487 -41.3899519 -41.3540467 -41.3568292 -41.3789646 -41.4059493 -41.4465818 -41.4873543 -41.5372944 -41.5880440 -41.6290748 -41.6948441 -41.7424143 -41.8035749 -41.8571152 -41.9036761 -41.9594083 -42.0218159 -42.0951459 -42.1648377 -42.2265114 -42.2840812 -42.3375327 -42.4132875 -42.4757241 -42.5365204 -42.5971594 -42.6713171 -42.7257641 -42.7752048 -42.8298740 -42.8853489 -42.9423778 -42.9996786 -43.0551131 -43.0963403 -43.1359155 -43.1793862 -43.2076968 -43.2420587 -43.2730864 -43.3043659 -43.3424408 -43.3702990 -43.3860675 -43.4021798 -43.4185230 -43.4342202 -43.4503388 -43.4626495 -43.4773228 -43.4972274 -43.5217545 -43.5468826 -43.5797454 -43.6160926 -43.6496893 -43.6852920 -43.7195355 -43.7680251 -43.8182139 -43.8792403 -43.9521257 -44.0145638 -44.0836071 -44.1339410 -44.1627396 -44.1843455 18.9708275 -31.0387502 -25.4206260 
 72.0000000 -44.1284142 -44.1095033 -44.0751288 -44.0219366 -43.9651492 -43.8972959 -43.7849970 -43.6235389 -43.5052052 -43.4175485 -43.4700638 -43.6344681 -43.6967945 -43.7267368 -43.7442065 -43.7300252 -43.7034471 -43.6688376 -43.6258625 -43.5611365 -43.4972608 -43.4189228 -43.3214833 -43.1942284 -42.9210764 -42.4094158 -41.8988393 -41.5133508 -41.6300678 -41.6386354 -41.5906068 -41.5368130 -41.4959169 -41.4522796 -41.4146128 -41.4175292 -41.4407468 -41.4690512 -41.5116723 -41.5544400 -41.6068247 -41.6600584 -41.7030972 -41.7720866 -41.8219852 -41.8861401 -41.9423013 -41.9911410 -42.0496015 -42.1150644 -42.1919850 -42.2650890 -42.3297821 -42.3901702 -42.4462382 -42.5257023 -42.5911957 -42.6549684 -42.7185761 -42.7963648 -42.8534772 -42.9053378 -42.9626832 -43.0208738 -43.0806945 -43.1408005 -43.1989488 -43.2421935 -43.2837055 -43.3293038 -43.3589993 -43.3950426 -43.4275883 -43.4603982 -43.5003366 -43.5295580 -43.5460978 -43.5629982 -43.5801410 -43.5966062 -43.6135135 -43.6264264 -43.6418177 -43.6626966 -43.6884246 -43.7147830 -43.7492553 -43.7873826 -43.8226247 -43.8599710 -43.8958915 -43.9467561 -43.9994033 -44.0634193 -44.1398754 -44.2053725 -44.2777986 -44.3305986 -44.3608079 -44.3834723 19.1708413 -30.8174332 -25.3983018 
 73.0000000 -44.3151832 -44.2953473 -44.2592913 -44.2034970 -44.1439317 -44.0727591 -43.9549668 -43.7856108 -43.6614884 -43.5695434 -43.6246266 -43.7970717 -43.8624460 -43.8938522 -43.9121758 -43.8973002 -43.8694212 -43.8331181 -43.7880402 -43.7201474 -43.6531465 -43.5709758 -43.4687692 -43.3352888 -43.0487750 -42.5120864 -41.9765347 -41.5721892 -41.6946129 -41.7035974 -41.6532175 -41.5967903 -41.5538917 -41.5081177 -41.4686062 -41.4716629 -41.4960136 -41.5257000 -41.5704033 -41.6152604 -41.6702048 -41.7260398 -41.7711812 -41.8435425 -41.8958791 -41.9631695 -42.0220751 -42.0733011 -42.1346185 -42.2032807 -42.2839611 -42.3606382 -42.4284930 -42.4918322 -42.5506400 -42.6339883 -42.7026824 -42.7695719 -42.8362882 -42.9178791 -42.9777824 -43.0321771 -43.0923248 -43.1533590 -43.2161031 -43.2791465 -43.3401364 -43.3854939 -43.4290339 -43.4768601 -43.5080057 -43.5458097 -43.5799449 -43.6143572 -43.6562471 -43.6868960 -43.7042433 -43.7219690 -43.7399491 -43.7572185 -43.7749516 -43.7884951 -43.8046382 -43.8265374 -43.8535229 -43.8811697 -43.9173272 -43.9573185 -43.9942836 -44.0334558 -44.0711323 -44.1244838 -44.1797053 -44.2468517 -44.3270470 -44.3957473 -44.4717155 -44.5270978 -44.5587845 -44.5825571 19.3708550 -30.5949003 -25.3835945 
 74.0000000 -44.5013285 -44.4805238 -44.4427070 -44.3841881 -44.3217140 -44.2470656 -44.1235210 -43.9458947 -43.8157107 -43.7192753 -43.7770475 -43.9579124 -44.0264784 -44.0594175 -44.0786351 -44.0630324 -44.0337914 -43.9957148 -43.9484349 -43.8772260 -43.8069525 -43.7207685 -43.6135701 -43.4735707 -43.1730653 -42.6101690 -42.0484650 -41.6243736 -41.7527730 -41.7621941 -41.7093521 -41.6501674 -41.6051717 -41.5571604 -41.5157171 -41.5189207 -41.5444580 -41.5755915 -41.6224751 -41.6695201 -41.7271449 -41.7857038 -41.8330469 -41.9089390 -41.9638286 -42.0344021 -42.0961815 -42.1499063 -42.2142152 -42.2862275 -42.3708449 -42.4512635 -42.5224290 -42.5888584 -42.6505352 -42.7379507 -42.8099965 -42.8801496 -42.9501210 -43.0356934 -43.0985191 -43.1555672 -43.2186493 -43.2826612 -43.3484666 -43.4145857 -43.4785512 -43.5261210 -43.5717846 -43.6219438 -43.6546078 -43.6942554 -43.7300552 -43.7661454 -43.8100787 -43.8422224 -43.8604152 -43.8790052 -43.8978620 -43.9159735 -43.9345714 -43.9487752 -43.9657055 -43.9886731 -44.0169753 -44.0459712 -44.0838934 -44.1258366 -44.1646059 -44.2056899 -44.2452052 -44.3011610 -44.3590781 -44.4295025 -44.5136131 -44.5856675 -44.6653449 -44.7234312 -44.7566649 -44.7815981 19.5708686 -30.3710598 -25.3770023 
 75.0000000 -44.6868206 -44.6650015 -44.6253409 -44.5639688 -44.4984487 -44.4201608 -44.2905928 -44.1043063 -43.9677751 -43.8666376 -43.9272255 -44.1169071 -44.1888151 -44.2233593 -44.2435132 -44.2271491 -44.1964818 -44.1565481 -44.1069625 -44.0322813 -43.9585809 -43.8681943 -43.7557689 -43.6089433 -43.2937868 -42.7034475 -42.1143584 -41.6695904 -41.8042471 -41.8141254 -41.7587051 -41.6966330 -41.6494415 -41.5990873 -41.5556213 -41.5589786 -41.5857585 -41.6184073 -41.6675740 -41.7169099 -41.7773414 -41.8387526 -41.8884011 -41.9679904 -42.0255534 -42.0995649 -42.1643535 -42.2206948 -42.2881361 -42.3636565 -42.4523964 -42.5367328 -42.6113651 -42.6810304 -42.7457113 -42.8373858 -42.9129413 -42.9865117 -43.0598917 -43.1496332 -43.2155190 -43.2753458 -43.3415005 -43.4086305 -43.4776413 -43.5469812 -43.6140625 -43.6639488 -43.7118361 -43.7644382 -43.7986923 -43.8402704 -43.8778131 -43.9156605 -43.9617333 -43.9954423 -44.0145205 -44.0340155 -44.0537903 -44.0727836 -44.0922871 -44.1071822 -44.1249370 -44.1490232 -44.1787043 -44.2091128 -44.2488829 -44.2928701 -44.3335285 -44.3766145 -44.4180553 -44.4767380 -44.5374777 -44.6113347 -44.6995452 -44.7751119 -44.8586733 -44.9195910 -44.9544446 -44.9805931 19.7708821 -30.1458135 -25.3790716 
 76.0000000 -44.8716286 -44.8487473 -44.8071560 -44.7427963 -44.6740866 -44.5919876 -44.4561122 -44.2607575 -44.1175797 -44.0115185 -44.0750548 -44.2739687 -44.3493762 -44.3856013 -44.4067355 -44.3895742 -44.3574134 -44.3155351 -44.2635350 -44.1852177 -44.1079290 -44.0131418 -43.8952429 -43.7412694 -43.4107711 -42.7916952 -42.1739303 -41.7075111 -41.8487201 -41.8590771 -41.8009571 -41.7358613 -41.6863705 -41.6335630 -41.5879789 -41.5914972 -41.6195781 -41.6538137 -41.7053711 -41.7571059 -41.8204765 -41.8848743 -41.9369370 -42.0203978 -42.0807602 -42.1583716 -42.2263112 -42.2853924 -42.3561138 -42.4353076 -42.5283643 -42.6168033 -42.6950656 -42.7681193 -42.8359460 -42.9320801 -43.0113108 -43.0884596 -43.1654088 -43.2595159 -43.3286062 -43.3913424 -43.4607147 -43.5311096 -43.6034770 -43.6761895 -43.7465335 -43.7988455 -43.8490613 -43.9042214 -43.9401405 -43.9837401 -44.0231079 -44.0627951 -44.1111085 -44.1464564 -44.1664618 -44.1869044 -44.2076406 -44.2275572 -44.2480090 -44.2636281 -44.2822460 -44.3075037 -44.3386286 -44.3705164 -44.4122214 -44.4583489 -44.5009855 -44.5461679 -44.5896248 -44.6511631 -44.7148585 -44.7923098 -44.8848135 -44.9640580 -45.0516865 -45.1155691 -45.1521190 -45.1795400 19.9708955 -29.9190558 -25.3904057 
 77.0000000 -45.0557203 -45.0317267 -44.9881137 -44.9206256 -44.8485760 -44.7624862 -44.6200062 -44.4151556 -44.2650181 -44.1538011 -44.2204248 -44.4290062 -44.5080782 -44.5460634 -44.5682241 -44.5502279 -44.5165032 -44.4725887 -44.4180603 -44.3359355 -44.2548893 -44.1554941 -44.0318637 -43.8704053 -43.5238421 -42.8746752 -42.2268828 -41.7377918 -41.8858620 -41.8967203 -41.8357732 -41.7675113 -41.7156128 -41.6602363 -41.6124343 -41.6161211 -41.6455645 -41.6814615 -41.7355223 -41.7897692 -41.8562173 -41.9237426 -41.9783332 -42.0658479 -42.1291416 -42.2105226 -42.2817618 -42.3437119 -42.4178682 -42.5009085 -42.5984855 -42.6912203 -42.7732839 -42.8498856 -42.9210064 -43.0218104 -43.1048893 -43.1857853 -43.2664718 -43.3651504 -43.4375961 -43.5033789 -43.5761204 -43.6499342 -43.7258163 -43.8020604 -43.8758208 -43.9306729 -43.9833269 -44.0411656 -44.0788281 -44.1245445 -44.1658235 -44.2074373 -44.2580968 -44.2951609 -44.3161372 -44.3375721 -44.3593149 -44.3801984 -44.4016430 -44.4180202 -44.4375420 -44.4640264 -44.4966631 -44.5300999 -44.5738312 -44.6221997 -44.6669078 -44.7142854 -44.7598536 -44.8243819 -44.8911724 -44.9723874 -45.0693866 -45.1524824 -45.2443696 -45.3113569 -45.3496830 -45.3784365 20.1709088 -29.6906730 -25.4116731 
 78.0000000 -45.2390619 -45.2139037 -45.1681736 -45.0974097 -45.0218627 -44.9315940 -44.7821980 -44.5674041 -44.4099788 -44.2933629 -44.3632195 -44.5819241 -44.6648333 -44.7046615 -44.7278971 -44.7090268 -44.6736644 -44.6276176 -44.5704418 -44.4843301 -44.3993493 -44.2951288 -44.1654968 -43.9962007 -43.6328154 -42.9521392 -42.2729039 -41.7600724 -41.9153271 -41.9267103 -41.8628029 -41.7912257 -41.7368060 -41.6787394 -41.6286149 -41.6324783 -41.6633482 -41.7009850 -41.7576672 -41.8145445 -41.8842152 -41.9550154 -42.0122531 -42.1040128 -42.1703759 -42.2557043 -42.3303985 -42.3953529 -42.4731058 -42.5601739 -42.6624843 -42.7597174 -42.8457614 -42.9260785 -43.0006485 -43.1063425 -43.1934511 -43.2782708 -43.3628709 -43.4663363 -43.5422956 -43.6112687 -43.6875381 -43.7649319 -43.8444944 -43.9244365 -44.0017744 -44.0592863 -44.1144935 -44.1751370 -44.2146251 -44.2625581 -44.3058382 -44.3494694 -44.4025856 -44.4414469 -44.4634398 -44.4859137 -44.5087106 -44.5306065 -44.5530909 -44.5702619 -44.5907302 -44.6184991 -44.6527189 -44.6877777 -44.7336306 -44.7843459 -44.8312231 -44.8808994 -44.9286783 -44.9963377 -45.0663690 -45.1515252 -45.2532319 -45.3403604 -45.4367071 -45.5069455 -45.5471315 -45.5772803 20.3709220 -29.4605426 -25.4436189 
 79.0000000 -45.4216182 -45.3952403 -45.3472935 -45.2730992 -45.1938900 -45.0992454 -44.9426074 -44.7174015 -44.5523448 -44.4300757 -44.5033175 -44.7326224 -44.8195497 -44.8613078 -44.8856690 -44.8658833 -44.8288061 -44.7805266 -44.7205785 -44.6302919 -44.5411910 -44.4319178 -44.2960014 -44.1184981 -43.7374979 -43.0238270 -42.3116668 -41.7739758 -41.9367537 -41.9486865 -41.8816793 -41.8066304 -41.7495706 -41.6886872 -41.6361307 -41.6401789 -41.6725427 -41.7120013 -41.7714285 -41.8310602 -41.9041053 -41.9783348 -42.0383442 -42.1345491 -42.2041264 -42.2935881 -42.3719003 -42.4400004 -42.5215195 -42.6128053 -42.7200721 -42.8220156 -42.9122276 -42.9964351 -43.0746169 -43.1854314 -43.2767596 -43.3656881 -43.4543862 -43.5628640 -43.6425026 -43.7148162 -43.7947798 -43.8759224 -43.9593388 -44.0431532 -44.1242372 -44.1845343 -44.2424149 -44.3059955 -44.3473952 -44.3976492 -44.4430249 -44.4887685 -44.5444572 -44.5852004 -44.6082577 -44.6318197 -44.6557203 -44.6786764 -44.7022495 -44.7202518 -44.7417112 -44.7708250 -44.8067026 -44.8434599 -44.8915344 -44.9447072 -44.9938557 -45.0459390 -45.0960329 -45.1669708 -45.2403959 -45.3296790 -45.4363150 -45.5276662 -45.6286828 -45.7023254 -45.7444590 -45.7760690 20.5709351 -29.2285324 -25.4870791 
 80.0000000 -45.6033519 -45.5756970 -45.5254288 -45.4476425 -45.3645986 -45.2653718 -45.1011505 -44.8650417 -44.6919940 -44.5638050 -44.6405918 -44.8809966 -44.9721314 -45.0159103 -45.0414502 -45.0207059 -44.9818331 -44.9312155 -44.8683645 -44.7737064 -44.6802912 -44.5657271 -44.4232299 -44.2371326 -43.8376871 -43.0894665 -42.3428294 -41.7791071 -41.9497629 -41.9622712 -41.8920180 -41.8133338 -41.7535095 -41.6896764 -41.6345733 -41.6388150 -41.6727431 -41.7141094 -41.7764109 -41.8389268 -41.9155055 -41.9933258 -42.0562377 -42.1570973 -42.2300401 -42.3238301 -42.4059307 -42.4773249 -42.5627876 -42.6584899 -42.7709468 -42.8778227 -42.9723992 -43.0606804 -43.1426444 -43.2588206 -43.3545674 -43.4477981 -43.5407874 -43.6545139 -43.7380051 -43.8138168 -43.8976488 -43.9827168 -44.0701687 -44.1580379 -44.2430446 -44.3062581 -44.3669382 -44.4335943 -44.4769958 -44.5296802 -44.5772501 -44.6252058 -44.6835882 -44.7263019 -44.7504740 -44.7751752 -44.8002317 -44.8242978 -44.8490110 -44.8678837 -44.8903809 -44.9209032 -44.9585167 -44.9970524 -45.0474534 -45.1031993 -45.1547262 -45.2093300 -45.2618479 -45.3362190 -45.4131977 -45.5068023 -45.6186000 -45.7143731 -45.8202795 -45.8974868 -45.9416598 -45.9747998 20.7709482 -28.9944997 -25.5429974 
 81.0000000 -45.7842245 -45.7552322 -45.7025333 -45.6209857 -45.5339262 -45.4299013 -45.2577392 -45.0102137 -44.8287982 -44.6944104 -44.7749092 -45.0269371 -45.1224778 -45.1683727 -45.1951468 -45.1733988 -45.1326456 -45.0795799 -45.0136892 -44.9144533 -44.8165205 -44.6964161 -44.5470280 -44.3519317 -43.9331715 -43.1487726 -42.3660335 -41.7750528 -41.9539577 -41.9670687 -41.8934165 -41.8109257 -41.7482066 -41.6812847 -41.6235149 -41.6279593 -41.6635253 -41.7068893 -41.7722006 -41.8377366 -41.9180155 -41.9995959 -42.0655471 -42.1712807 -42.2477478 -42.3460700 -42.4321376 -42.5069812 -42.5965734 -42.6969003 -42.8147919 -42.9268327 -43.0259794 -43.1185264 -43.2044507 -43.3262415 -43.4266150 -43.5243509 -43.6218336 -43.7410562 -43.8285816 -43.9080562 -43.9959389 -44.0851173 -44.1767950 -44.2689101 -44.3580244 -44.4242917 -44.4879033 -44.5577798 -44.6032774 -44.6585068 -44.7083744 -44.7586464 -44.8198495 -44.8646266 -44.8899659 -44.9158601 -44.9421268 -44.9673554 -44.9932624 -45.0130465 -45.0366304 -45.0686275 -45.1080587 -45.1484567 -45.2012938 -45.2597342 -45.3137517 -45.3709946 -45.4260509 -45.5040170 -45.5847168 -45.6828465 -45.8000492 -45.9004526 -46.0114794 -46.0924195 -46.1387280 -46.1734701 20.9709613 -28.7582898 -25.6124473 
 82.0000000 -45.9641951 -45.9338025 -45.8785584 -45.7930722 -45.7018077 -45.5927586 -45.4122814 -45.1528010 -44.9626234 -44.8217446 -44.9061302 -45.1703292 -45.2704833 -45.3185941 -45.3466606 -45.3238615 -45.2811394 -45.2255101 -45.1564363 -45.0524070 -44.9497435 -44.8238378 -44.6672340 -44.4627144 -44.0237291 -43.2014466 -42.3809039 -41.7613799 -41.9489228 -41.9626648 -41.8854535 -41.7989766 -41.7332261 -41.6630699 -41.6025078 -41.6071644 -41.6444456 -41.6899013 -41.7583643 -41.8270629 -41.9112162 -41.9967340 -42.0658677 -42.1767052 -42.2568626 -42.3599307 -42.4501522 -42.5286078 -42.6225242 -42.7276937 -42.8512762 -42.9687253 -43.0726575 -43.1696714 -43.2597427 -43.3874127 -43.4926310 -43.5950844 -43.6972723 -43.8222501 -43.9139999 -43.9973100 -44.0894342 -44.1829169 -44.2790195 -44.3755807 -44.4689961 -44.5384613 -44.6051424 -44.6783911 -44.7260836 -44.7839780 -44.8362516 -44.8889490 -44.9531057 -45.0000435 -45.0266051 -45.0537485 -45.0812825 -45.1077283 -45.1348853 -45.1556238 -45.1803457 -45.2138871 -45.2552217 -45.2975698 -45.3529577 -45.4142197 -45.4708450 -45.5308517 -45.5885659 -45.6702964 -45.7548928 -45.8577609 -45.9806234 -46.0858753 -46.2022638 -46.2871127 -46.3356574 -46.3720771 21.1709743 -28.5197355 -25.6966604 
 83.0000000 -46.1432215 -46.1113625 -46.0534531 -45.9638426 -45.8681751 -45.7538648 -45.5646806 -45.2926818 -45.0933291 -44.9456533 -45.0341091 -45.3110527 -45.4160378 -45.4664689 -45.4958886 -45.4719890 -45.4272051 -45.3688913 -45.2964845 -45.1874357 -45.0798187 -44.9478381 -44.7836785 -44.5692915 -44.1091278 -43.2471761 -42.3870477 -41.7376350 -41.9342231 -41.9486259 -41.8676876 -41.7770366 -41.7081120 -41.6345690 -41.5710828 -41.5759617 -41.6150389 -41.6626850 -41.7344482 -41.8064584 -41.8946689 -41.9843096 -42.0567759 -42.1729577 -42.2569795 -42.3650171 -42.4595884 -42.5418262 -42.6402706 -42.7505110 -42.8800526 -43.0031649 -43.1121083 -43.2137996 -43.3082134 -43.4420397 -43.5523312 -43.6597243 -43.7668393 -43.8978435 -43.9940167 -44.0813431 -44.1779089 -44.2758986 -44.3766347 -44.4778515 -44.5757708 -44.6485845 -44.7184800 -44.7952598 -44.8452506 -44.9059355 -44.9607285 -45.0159658 -45.0832153 -45.1324156 -45.1602570 -45.1887086 -45.2175696 -45.2452900 -45.2737560 -45.2954938 -45.3214073 -45.3565658 -45.3998935 -45.4442836 -45.5023426 -45.5665591 -45.6259153 -45.6888158 -45.7493134 -45.8349857 -45.9236622 -46.0314922 -46.1602812 -46.2706102 -46.3926132 -46.4815550 -46.5324414 -46.5706178 21.3709872 -28.2786550 -25.7970618 
